file_path,label
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_9267.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.010\galaxy_fits_23734.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_48278.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_33250.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.010\galaxy_fits_94818.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.010\galaxy_fits_94547.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.010\galaxy_fits_54995.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_50860.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_31119.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_46483.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_3345.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.010\galaxy_fits_197.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.010\galaxy_fits_41029.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_37338.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_91421.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_35268.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_41717.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_51178.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_60610.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_46317.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_42640.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_29367.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_59500.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_63725.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_64383.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_48903.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.010\galaxy_fits_65953.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.200\galaxy_fits_31840.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.010\galaxy_fits_36833.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_51868.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_47996.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_56505.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.010\galaxy_fits_78179.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_43973.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_52208.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_64734.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.200\galaxy_fits_30844.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_51096.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_58969.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.100\galaxy_fits_49637.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.010\galaxy_fits_96669.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_84978.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.100\galaxy_fits_52040.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.010\galaxy_fits_26548.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_91510.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_46312.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_37212.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_2276.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_24999.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.100\galaxy_fits_35355.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.010\galaxy_fits_417.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_24292.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.200\galaxy_fits_28682.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.100\galaxy_fits_52896.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_70904.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_11983.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_14219.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_9551.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_26055.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_71655.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.200\galaxy_fits_48483.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_49217.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_40430.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_56894.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_69703.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_22998.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.100\galaxy_fits_35072.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_65559.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.100\galaxy_fits_67719.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.200\galaxy_fits_14472.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_69096.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.010\galaxy_fits_22964.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.100\galaxy_fits_54311.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_43136.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.100\galaxy_fits_65574.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_45255.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_48362.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_49563.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_3344.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.010\galaxy_fits_5997.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_51600.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_50309.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.200\galaxy_fits_36330.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_70902.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.100\galaxy_fits_68554.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_44226.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_51148.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.010\galaxy_fits_22244.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_60260.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_66856.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_85180.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.010\galaxy_fits_1518.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_48985.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_43919.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_41281.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_63451.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_75430.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_69896.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_61004.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_41223.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_37908.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_5015.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_94949.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_42475.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.010\galaxy_fits_77476.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_63818.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_72646.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_51690.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_66981.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_30244.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_44128.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.010\galaxy_fits_81468.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_38815.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.200\galaxy_fits_13710.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_52374.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.200\galaxy_fits_51515.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_13331.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_51550.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_68017.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_91011.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.100\galaxy_fits_58050.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.010\galaxy_fits_55991.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_85881.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_38899.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_48141.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_54250.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_45085.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_7481.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_11739.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.100\galaxy_fits_42070.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_41088.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.200\galaxy_fits_41265.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.010\galaxy_fits_5864.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_56139.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_34146.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_51317.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.200\galaxy_fits_38439.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_70723.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_34938.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_40413.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_34868.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_41941.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.100\galaxy_fits_49725.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_10968.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_44883.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_64645.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_19727.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.010\galaxy_fits_32642.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_50851.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_74670.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_17779.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.010\galaxy_fits_70144.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_52563.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.100\galaxy_fits_43971.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_68926.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.100\galaxy_fits_64130.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_67155.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_44305.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.200\galaxy_fits_41065.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_35215.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.200\galaxy_fits_47005.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.100\galaxy_fits_48950.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_50064.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_62961.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_73601.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.200\galaxy_fits_12291.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_57129.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.200\galaxy_fits_50289.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.100\galaxy_fits_66509.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_88468.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.010\galaxy_fits_75302.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.100\galaxy_fits_68589.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_78207.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_62298.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_61337.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_61365.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_37332.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.200\galaxy_fits_50602.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_53910.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_56391.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_15771.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.200\galaxy_fits_41385.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.200\galaxy_fits_27620.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_59033.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_xy_0.100\galaxy_fits_65359.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.200\galaxy_fits_31678.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_39885.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_68282.fits,1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.100\galaxy_fits_57078.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_yz_0.010\galaxy_fits_93502.fits,-1
D:\study\senior_fall\thesis\pre_project\galaxy_figure\Nicola_fits\fits_zx_0.010\galaxy_fits_88708.fits,-1
